Geography,Total Estimate,Total Margin of Error,"Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:","Estimate - Car, truck, or van:","Margin of Error - Car, truck, or van:",Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Public transportation (excluding taxicab):,Margin of Error - Public transportation (excluding taxicab):,Estimate - Taxicab,Margin of Error - Taxicab,Estimate - Motorcycle,Margin of Error - Motorcycle,Estimate - Bicycle,Margin of Error - Bicycle,Estimate - Walked,Margin of Error - Walked,Estimate - Other means,Margin of Error - Other means,Estimate - Worked from home,Margin of Error - Worked from home,Block Group,Census Tract,County,State
1500000US250251404004,128,100,71,85,71,85,0,14,0,14,0,14,0,14,0,14,0,14,39,65,39,65,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,32,4,1404,Suffolk County,Massachusetts
1500000US250251404005,1240,496,531,298,384,223,147,162,121,155,0,14,26,45,0,14,0,14,380,215,243,202,137,78,0,14,0,14,0,14,0,14,0,14,0,14,0,14,123,148,206,151,5,1404,Suffolk County,Massachusetts
1500000US250251404006,1072,485,997,459,995,459,2,3,2,3,0,14,0,14,0,14,0,14,20,31,20,31,0,14,0,14,0,14,0,14,0,14,0,14,0,14,46,76,0,14,9,14,6,1404,Suffolk County,Massachusetts
1500000US250251404007,1008,365,549,267,411,245,138,117,138,117,0,14,0,14,0,14,0,14,266,219,113,93,153,195,0,14,0,14,0,14,0,14,0,14,63,106,59,61,0,14,71,88,7,1404,Suffolk County,Massachusetts
1500000US250251601021,608,227,375,148,331,135,44,51,28,44,16,27,0,14,0,14,0,14,68,56,34,39,34,42,0,14,0,14,0,14,0,14,0,14,0,14,102,85,0,14,63,80,1,1601.02,Suffolk County,Massachusetts
1500000US250251601022,446,222,161,104,145,93,16,27,0,14,16,27,0,14,0,14,0,14,134,108,72,100,62,64,0,14,0,14,0,14,0,14,0,14,0,14,75,102,9,22,67,67,2,1601.02,Suffolk County,Massachusetts
1500000US250251601023,465,205,336,207,332,212,4,18,4,18,0,14,0,14,0,14,0,14,92,85,53,60,39,56,0,14,0,14,0,14,0,14,37,50,0,14,0,14,0,14,0,14,3,1601.02,Suffolk County,Massachusetts
1500000US250251601024,164,162,78,102,0,14,78,102,44,51,34,55,0,14,0,14,0,14,70,83,70,83,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,26,0,14,0,14,4,1601.02,Suffolk County,Massachusetts
1500000US250251601031,725,505,308,260,308,260,0,14,0,14,0,14,0,14,0,14,0,14,92,79,92,79,0,14,0,14,0,14,0,14,0,14,19,29,0,14,125,94,0,14,181,236,1,1601.03,Suffolk County,Massachusetts
1500000US250251601032,421,337,371,342,214,270,157,196,157,196,0,14,0,14,0,14,0,14,50,43,50,43,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1601.03,Suffolk County,Massachusetts
1500000US250251601033,394,235,209,128,191,121,18,29,18,29,0,14,0,14,0,14,0,14,107,129,0,14,107,129,0,14,0,14,0,14,0,14,0,14,30,48,13,25,0,14,35,44,3,1601.03,Suffolk County,Massachusetts
1500000US250251601034,261,198,219,164,178,153,41,66,41,66,0,14,0,14,0,14,0,14,32,50,0,14,32,50,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,17,4,1601.03,Suffolk County,Massachusetts
1500000US250251602001,596,328,305,265,62,58,243,270,0,14,164,237,79,126,0,14,0,14,191,99,128,78,63,57,0,14,0,14,0,14,0,14,0,14,21,34,25,39,22,34,32,46,1,1602,Suffolk County,Massachusetts
1500000US250251602002,618,275,234,192,189,147,45,52,45,52,0,14,0,14,0,14,0,14,214,177,129,150,85,61,0,14,0,14,0,14,59,41,0,14,0,14,63,86,0,14,48,51,2,1602,Suffolk County,Massachusetts
1500000US250251602003,446,233,78,61,78,61,0,14,0,14,0,14,0,14,0,14,0,14,296,221,248,228,48,57,0,14,0,14,0,14,42,40,0,14,0,14,18,25,0,14,12,21,3,1602,Suffolk County,Massachusetts
1500000US250251602004,288,122,80,62,67,60,13,22,13,22,0,14,0,14,0,14,0,14,128,88,48,63,80,60,0,14,0,14,0,14,15,24,0,14,0,14,0,14,0,14,65,68,4,1602,Suffolk County,Massachusetts
1500000US250251603001,362,127,260,107,255,105,5,11,5,11,0,14,0,14,0,14,0,14,46,49,0,14,46,49,0,14,0,14,0,14,0,14,0,14,0,14,7,11,0,14,49,59,1,1603,Suffolk County,Massachusetts
1500000US250251603002,784,160,517,136,410,124,107,67,87,63,0,14,0,14,0,14,20,28,88,46,58,38,30,28,0,14,0,14,0,14,14,21,0,14,0,14,19,21,6,12,140,74,2,1603,Suffolk County,Massachusetts
1500000US250251604001,428,190,174,111,53,54,121,95,63,72,27,43,0,14,31,45,0,14,176,120,119,82,57,62,0,14,0,14,0,14,0,14,0,14,0,14,36,57,0,14,42,38,1,1604,Suffolk County,Massachusetts
1500000US250251604002,339,138,100,74,50,70,50,50,0,14,17,27,33,45,0,14,0,14,124,85,124,85,0,14,0,14,0,14,0,14,0,14,0,14,0,14,34,37,0,14,81,57,2,1604,Suffolk County,Massachusetts
1500000US250251604003,677,153,382,124,358,122,24,27,24,27,0,14,0,14,0,14,0,14,106,83,20,27,58,69,28,34,0,14,0,14,5,9,0,14,0,14,0,14,36,39,148,84,3,1604,Suffolk County,Massachusetts
1500000US250251604004,428,186,203,123,174,112,29,36,4,11,0,14,0,14,25,35,0,14,163,121,112,112,35,40,16,26,0,14,0,14,0,14,0,14,10,16,18,27,10,17,24,36,4,1604,Suffolk County,Massachusetts
1500000US250251605011,1321,503,870,359,763,345,107,96,29,43,59,65,0,14,0,14,19,34,281,254,176,207,105,113,0,14,0,14,0,14,36,57,0,14,0,14,63,71,0,14,71,83,1,1605.01,Suffolk County,Massachusetts
1500000US250251605012,762,350,542,244,493,223,49,51,49,51,0,14,0,14,0,14,0,14,151,124,27,43,98,105,26,37,0,14,0,14,0,14,0,14,0,14,0,14,33,52,36,55,2,1605.01,Suffolk County,Massachusetts
1500000US250251605013,834,584,457,235,387,202,70,89,11,17,59,87,0,14,0,14,0,14,192,225,192,225,0,14,0,14,0,14,0,14,0,14,0,14,14,20,0,14,148,213,23,38,3,1605.01,Suffolk County,Massachusetts
1500000US250251605014,235,118,68,54,68,54,0,14,0,14,0,14,0,14,0,14,0,14,89,78,89,78,0,14,0,14,0,14,0,14,38,48,0,14,0,14,12,21,0,14,28,45,4,1605.01,Suffolk County,Massachusetts
1500000US250251605015,265,147,73,55,36,34,37,43,37,43,0,14,0,14,0,14,0,14,74,70,6,17,43,67,25,27,0,14,0,14,0,14,0,14,0,14,31,49,0,14,87,76,5,1605.01,Suffolk County,Massachusetts
1500000US250251605021,560,328,302,161,132,78,170,160,117,142,0,14,53,81,0,14,0,14,228,210,142,153,60,87,0,14,26,44,0,14,0,14,0,14,0,14,30,34,0,14,0,14,1,1605.02,Suffolk County,Massachusetts
1500000US250251605022,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1605.02,Suffolk County,Massachusetts
1500000US250251605023,496,228,380,214,257,153,123,125,83,114,28,50,12,19,0,14,0,14,71,75,71,75,0,14,0,14,0,14,0,14,0,14,0,14,0,14,25,41,0,14,20,30,3,1605.02,Suffolk County,Massachusetts
1500000US250251605024,875,324,601,284,529,232,72,74,72,74,0,14,0,14,0,14,0,14,153,134,36,35,57,67,60,96,0,14,0,14,27,32,0,14,0,14,47,54,0,14,47,55,4,1605.02,Suffolk County,Massachusetts
1500000US250251605025,667,264,426,208,375,172,51,54,51,54,0,14,0,14,0,14,0,14,152,126,76,68,70,68,6,11,0,14,0,14,0,14,0,14,0,14,34,43,14,23,41,37,5,1605.02,Suffolk County,Massachusetts
1500000US250251606011,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,1606.01,Suffolk County,Massachusetts
1500000US250251606012,820,243,393,171,393,171,0,14,0,14,0,14,0,14,0,14,0,14,137,83,54,59,83,63,0,14,0,14,0,14,0,14,0,14,0,14,148,133,43,51,99,72,2,1606.01,Suffolk County,Massachusetts
1500000US250251606013,1387,689,1001,506,441,187,560,468,279,321,29,33,252,342,0,14,0,14,318,221,237,182,81,87,0,14,0,14,0,14,15,23,0,14,0,14,36,32,0,14,17,20,3,1606.01,Suffolk County,Massachusetts
1500000US250251606014,356,140,294,133,241,117,53,53,53,53,0,14,0,14,0,14,0,14,22,25,22,25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,25,0,14,24,27,4,1606.01,Suffolk County,Massachusetts
1500000US250251606021,784,281,595,250,514,239,81,65,67,62,4,6,0,14,0,14,10,17,147,126,49,45,98,117,0,14,0,14,0,14,17,26,0,14,0,14,15,22,0,14,10,16,1,1606.02,Suffolk County,Massachusetts
1500000US250251606022,381,186,319,162,272,154,47,50,28,34,4,8,15,24,0,14,0,14,22,19,12,12,10,16,0,14,0,14,0,14,14,21,6,10,0,14,0,14,0,14,20,32,2,1606.02,Suffolk County,Massachusetts
1500000US250251606023,522,228,324,160,219,129,105,83,105,83,0,14,0,14,0,14,0,14,124,86,12,18,112,85,0,14,0,14,0,14,0,14,0,14,0,14,19,30,0,14,55,55,3,1606.02,Suffolk County,Massachusetts
1500000US250251606024,48,64,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,46,64,38,62,8,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,6,0,14,4,1606.02,Suffolk County,Massachusetts
1500000US250251606025,645,304,432,179,321,168,111,114,111,114,0,14,0,14,0,14,0,14,100,87,91,86,9,14,0,14,0,14,0,14,0,14,0,14,0,14,107,110,0,14,6,10,5,1606.02,Suffolk County,Massachusetts
1500000US250251701011,634,286,398,219,377,214,21,37,11,20,10,17,0,14,0,14,0,14,86,72,55,60,31,50,0,14,0,14,0,14,0,14,0,14,0,14,65,66,0,14,85,69,1,1701.01,Suffolk County,Massachusetts
1500000US250251701012,619,237,586,235,531,213,55,81,55,81,0,14,0,14,0,14,0,14,15,24,0,14,15,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,28,2,1701.01,Suffolk County,Massachusetts
1500000US250251701013,498,246,384,212,306,174,78,92,23,36,55,84,0,14,0,14,0,14,86,79,73,63,13,22,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,28,41,3,1701.01,Suffolk County,Massachusetts
1500000US250251701021,1052,640,923,623,881,616,42,61,40,62,2,19,0,14,0,14,0,14,34,54,27,49,7,19,0,14,0,14,0,14,0,14,0,14,0,14,17,27,0,14,78,80,1,1701.02,Suffolk County,Massachusetts
1500000US250251701022,473,198,374,197,354,197,20,35,20,35,0,14,0,14,0,14,0,14,60,55,28,40,32,40,0,14,0,14,0,14,0,14,0,14,7,13,0,14,0,14,32,54,2,1701.02,Suffolk County,Massachusetts
1500000US250251701023,561,223,430,272,297,177,133,176,108,142,5,14,0,14,20,34,0,14,131,143,0,14,131,143,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,1701.02,Suffolk County,Massachusetts
1500000US250251701024,407,132,359,129,303,132,56,77,51,71,5,15,0,14,0,14,0,14,32,36,0,14,32,36,0,14,0,14,0,14,0,14,0,14,0,14,16,26,0,14,0,14,4,1701.02,Suffolk County,Massachusetts
1500000US250251702001,545,241,352,172,244,140,108,114,25,22,83,112,0,14,0,14,0,14,60,66,0,14,21,19,39,62,0,14,0,14,0,14,0,14,0,14,94,67,0,14,39,44,1,1702,Suffolk County,Massachusetts
1500000US250251702002,564,222,484,209,438,216,46,41,46,41,0,14,0,14,0,14,0,14,80,66,3,5,77,66,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1702,Suffolk County,Massachusetts
1500000US250251702003,470,221,418,197,373,188,45,46,30,40,0,14,15,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,41,62,0,14,0,14,11,19,3,1702,Suffolk County,Massachusetts
1500000US250251702004,615,235,504,193,359,117,145,146,69,61,49,64,0,14,27,36,0,14,66,48,36,41,30,23,0,14,0,14,0,14,0,14,0,14,0,14,26,35,0,14,19,23,4,1702,Suffolk County,Massachusetts
1500000US250251703011,1527,734,1057,514,834,437,223,177,132,145,85,86,6,22,0,14,0,14,305,229,128,84,107,167,37,45,33,41,0,14,0,14,0,14,0,14,73,89,0,14,92,82,1,1703.01,Suffolk County,Massachusetts
1500000US250251703012,1055,563,715,345,664,350,51,69,51,69,0,14,0,14,0,14,0,14,168,195,24,37,144,193,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,172,141,2,1703.01,Suffolk County,Massachusetts
1500000US250251703013,1327,952,1055,827,1055,827,0,14,0,14,0,14,0,14,0,14,0,14,272,305,80,118,192,281,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,1703.01,Suffolk County,Massachusetts
1500000US250251703014,497,359,424,354,178,153,246,276,209,270,37,60,0,14,0,14,0,14,41,50,0,14,41,50,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,32,51,4,1703.01,Suffolk County,Massachusetts
1500000US250251703021,921,264,765,300,697,278,68,58,68,58,0,14,0,14,0,14,0,14,135,189,135,189,0,14,0,14,0,14,0,14,0,14,0,14,0,14,21,33,0,14,0,14,1,1703.02,Suffolk County,Massachusetts
1500000US250251703022,733,269,596,233,423,238,173,176,173,176,0,14,0,14,0,14,0,14,78,62,53,52,25,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,59,57,2,1703.02,Suffolk County,Massachusetts
1500000US250251703023,689,268,611,272,402,247,209,191,198,189,0,14,0,14,11,20,0,14,53,49,14,23,39,43,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,25,32,3,1703.02,Suffolk County,Massachusetts
1500000US250251704001,780,402,653,366,653,366,0,14,0,14,0,14,0,14,0,14,0,14,89,89,32,40,57,77,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,38,38,1,1704,Suffolk County,Massachusetts
1500000US250251704002,396,222,291,168,270,159,21,34,0,14,0,14,21,34,0,14,0,14,105,129,19,35,52,97,34,60,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1704,Suffolk County,Massachusetts
1500000US250251704003,368,161,257,123,198,106,59,67,59,67,0,14,0,14,0,14,0,14,10,17,10,17,0,14,0,14,0,14,0,14,27,42,0,14,0,14,73,71,0,14,1,3,3,1704,Suffolk County,Massachusetts
1500000US250251704004,190,111,161,114,154,114,7,12,7,12,0,14,0,14,0,14,0,14,9,14,9,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,34,4,1704,Suffolk County,Massachusetts
1500000US250251704005,658,242,474,204,424,186,50,47,34,39,16,25,0,14,0,14,0,14,23,35,23,35,0,14,0,14,0,14,0,14,0,14,0,14,22,34,32,54,0,14,107,91,5,1704,Suffolk County,Massachusetts
1500000US250251705021,776,271,460,149,406,142,54,51,42,47,12,19,0,14,0,14,0,14,173,163,102,149,34,31,28,58,0,14,9,14,0,14,0,14,0,14,0,14,54,85,89,68,1,1705.02,Suffolk County,Massachusetts
1500000US250251705022,263,83,227,79,216,80,11,17,11,17,0,14,0,14,0,14,0,14,36,33,0,14,36,33,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,1705.02,Suffolk County,Massachusetts
1500000US250251705023,317,75,150,45,50,47,100,17,55,10,45,9,0,14,0,14,0,14,130,28,0,14,130,28,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,37,48,3,1705.02,Suffolk County,Massachusetts
1500000US250251705031,802,180,419,98,399,101,20,31,16,31,4,8,0,14,0,14,0,14,214,101,35,32,179,86,0,14,0,14,0,14,0,14,0,14,0,14,0,14,76,144,93,57,1,1705.03,Suffolk County,Massachusetts
1500000US250251705041,1298,393,458,221,326,189,132,139,132,139,0,14,0,14,0,14,0,14,436,217,85,77,339,162,0,14,12,19,0,14,6,10,0,14,0,14,46,68,26,29,326,114,1,1705.04,Suffolk County,Massachusetts
1500000US250251705042,625,278,460,224,442,219,18,22,18,22,0,14,0,14,0,14,0,14,159,123,32,52,127,115,0,14,0,14,0,14,0,14,0,14,0,14,6,11,0,14,0,14,2,1705.04,Suffolk County,Massachusetts
1500000US250251706011,602,280,485,258,271,168,214,145,214,145,0,14,0,14,0,14,0,14,11,19,0,14,11,19,0,14,0,14,0,14,0,14,0,14,0,14,24,41,0,14,82,68,1,1706.01,Suffolk County,Massachusetts
1500000US250251706012,856,398,538,275,531,274,7,12,7,12,0,14,0,14,0,14,0,14,284,230,29,45,255,229,0,14,0,14,0,14,0,14,0,14,0,14,5,8,0,14,29,33,2,1706.01,Suffolk County,Massachusetts
1500000US250251706013,582,248,426,159,355,147,71,69,71,69,0,14,0,14,0,14,0,14,94,98,61,87,33,48,0,14,0,14,0,14,0,14,0,14,0,14,6,11,0,14,56,59,3,1706.01,Suffolk County,Massachusetts
1500000US250251706014,1068,368,831,382,637,410,194,122,194,122,0,14,0,14,0,14,0,14,169,162,3,5,166,161,0,14,0,14,0,14,0,14,0,14,0,14,1,3,0,14,67,53,4,1706.01,Suffolk County,Massachusetts
1500000US250251707011,470,151,220,97,172,89,48,40,48,40,0,14,0,14,0,14,0,14,197,96,26,27,171,94,0,14,0,14,0,14,13,23,0,14,0,14,14,22,0,14,26,26,1,1707.01,Suffolk County,Massachusetts
1500000US250251707012,941,179,395,124,387,125,8,15,0,14,0,14,8,15,0,14,0,14,310,123,0,14,310,123,0,14,0,14,0,14,31,29,0,14,0,14,60,45,28,41,117,57,2,1707.01,Suffolk County,Massachusetts
1500000US250251707021,16,25,16,25,16,25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,1707.02,Suffolk County,Massachusetts
1500000US250251707022,732,337,443,247,379,231,64,87,20,32,44,76,0,14,0,14,0,14,169,123,76,80,93,80,0,14,0,14,0,14,0,14,0,14,0,14,99,115,0,14,21,35,2,1707.02,Suffolk County,Massachusetts
1500000US250251707023,1484,603,869,474,650,339,219,220,168,208,51,74,0,14,0,14,0,14,493,474,336,501,157,154,0,14,0,14,0,14,0,14,0,14,46,76,0,14,76,91,0,14,3,1707.02,Suffolk County,Massachusetts
1500000US250251707024,893,483,262,257,63,73,199,264,199,264,0,14,0,14,0,14,0,14,445,309,57,87,265,213,123,164,0,14,0,14,20,32,0,14,0,14,10,33,0,14,156,143,4,1707.02,Suffolk County,Massachusetts
1500000US250251707025,992,531,557,354,557,354,0,14,0,14,0,14,0,14,0,14,0,14,377,270,0,14,175,164,202,260,0,14,0,14,0,14,0,14,0,14,0,14,0,14,58,103,5,1707.02,Suffolk County,Massachusetts
1500000US250251708001,1010,416,251,179,160,99,91,143,91,143,0,14,0,14,0,14,0,14,662,347,102,129,560,309,0,14,0,14,0,14,0,14,0,14,16,29,0,14,16,28,65,76,1,1708,Suffolk County,Massachusetts
1500000US250251708002,1133,411,697,322,618,270,79,124,79,124,0,14,0,14,0,14,0,14,318,205,0,14,318,205,0,14,0,14,0,14,0,14,0,14,37,63,0,14,20,33,61,102,2,1708,Suffolk County,Massachusetts
1500000US250251708003,519,309,203,126,203,126,0,14,0,14,0,14,0,14,0,14,0,14,254,203,0,14,254,203,0,14,0,14,0,14,0,14,0,14,38,62,1,3,2,4,21,34,3,1708,Suffolk County,Massachusetts
1500000US250251708004,506,323,352,252,352,252,0,14,0,14,0,14,0,14,0,14,0,14,67,81,0,14,67,81,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,87,83,4,1708,Suffolk County,Massachusetts
1500000US250251801011,499,170,424,153,408,143,16,25,16,25,0,14,0,14,0,14,0,14,64,65,0,14,64,65,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,11,23,1,1801.01,Suffolk County,Massachusetts
1500000US250251801012,997,304,569,223,569,223,0,14,0,14,0,14,0,14,0,14,0,14,154,168,0,14,154,168,0,14,0,14,0,14,6,10,0,14,38,60,0,14,0,14,230,139,2,1801.01,Suffolk County,Massachusetts
1500000US250251801013,137,155,85,103,85,103,0,14,0,14,0,14,0,14,0,14,0,14,40,54,0,14,40,54,0,14,0,14,0,14,0,14,0,14,0,14,12,19,0,14,0,14,3,1801.01,Suffolk County,Massachusetts
1500000US250251801014,1202,400,902,333,589,254,313,225,119,107,0,14,103,163,91,120,0,14,200,139,138,107,62,80,0,14,0,14,0,14,0,14,0,14,0,14,0,14,19,30,81,68,4,1801.01,Suffolk County,Massachusetts
1500000US250251802001,957,351,706,314,459,202,247,207,148,114,99,112,0,14,0,14,0,14,142,96,0,14,142,96,0,14,0,14,0,14,0,14,0,14,0,14,5,10,44,73,60,41,1,1802,Suffolk County,Massachusetts
1500000US250251802002,258,114,155,72,137,70,18,27,18,27,0,14,0,14,0,14,0,14,48,47,14,23,34,39,0,14,0,14,0,14,0,14,0,14,0,14,7,13,0,14,48,35,2,1802,Suffolk County,Massachusetts
1500000US250251802003,254,124,148,97,139,97,9,15,0,14,0,14,0,14,9,15,0,14,61,59,0,14,61,59,0,14,0,14,0,14,0,14,0,14,0,14,32,40,0,14,13,21,3,1802,Suffolk County,Massachusetts
1500000US250251802004,967,293,621,182,494,128,127,103,106,107,13,20,0,14,8,16,0,14,299,157,53,57,246,115,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,47,40,4,1802,Suffolk County,Massachusetts
1500000US250251803011,387,113,176,60,176,60,0,14,0,14,0,14,0,14,0,14,0,14,64,47,23,39,41,38,0,14,0,14,0,14,0,14,0,14,23,38,0,14,0,14,124,74,1,1803.01,Suffolk County,Massachusetts
1500000US250251803012,299,104,182,79,171,76,11,17,11,17,0,14,0,14,0,14,0,14,46,41,0,14,46,41,0,14,0,14,0,14,0,14,0,14,0,14,18,22,0,14,53,42,2,1803.01,Suffolk County,Massachusetts
1500000US250251803013,431,217,287,156,287,156,0,14,0,14,0,14,0,14,0,14,0,14,93,72,0,14,47,39,0,14,27,43,19,31,0,14,0,14,0,14,21,34,0,14,30,43,3,1803.01,Suffolk County,Massachusetts
1500000US250251803014,365,154,281,123,253,123,28,25,20,21,0,14,0,14,0,14,8,13,42,39,0,14,42,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,14,34,41,4,1803.01,Suffolk County,Massachusetts
1500000US250251804001,736,201,521,161,419,135,102,79,7,11,93,78,0,14,0,14,2,5,136,77,24,22,102,77,0,14,10,13,0,14,0,14,0,14,0,14,50,39,0,14,29,29,1,1804,Suffolk County,Massachusetts
1500000US250251804002,661,205,406,117,365,110,41,40,41,40,0,14,0,14,0,14,0,14,151,93,19,20,132,88,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,104,102,2,1804,Suffolk County,Massachusetts
1500000US250251805001,752,208,505,186,418,164,87,74,72,67,15,25,0,14,0,14,0,14,46,45,0,14,46,45,0,14,0,14,0,14,0,14,0,14,0,14,0,14,95,123,106,59,1,1805,Suffolk County,Massachusetts
1500000US250251805002,260,207,113,88,99,88,14,23,14,23,0,14,0,14,0,14,0,14,14,18,0,14,14,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,133,184,2,1805,Suffolk County,Massachusetts
1500000US250251805003,699,191,490,160,472,157,18,20,0,14,18,20,0,14,0,14,0,14,103,70,32,48,32,37,19,20,11,17,9,14,0,14,0,14,0,14,0,14,20,25,86,61,3,1805,Suffolk County,Massachusetts
1500000US250251805004,679,210,442,151,413,143,29,34,0,14,0,14,0,14,0,14,29,34,65,52,9,14,56,50,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,172,138,4,1805,Suffolk County,Massachusetts
1500000US250259801011,77,71,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,59,53,59,53,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,59,0,14,0,14,1,9801.01,Suffolk County,Massachusetts
1500000US250259803001,57,64,16,41,16,41,0,14,0,14,0,14,0,14,0,14,0,14,41,65,13,35,28,53,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9803,Suffolk County,Massachusetts
1500000US250259807001,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9807,Suffolk County,Massachusetts
1500000US250259809001,25,21,5,7,5,7,0,14,0,14,0,14,0,14,0,14,0,14,4,8,0,14,0,14,4,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,25,1,9809,Suffolk County,Massachusetts
1500000US250259810001,30,42,16,22,16,22,0,14,0,14,0,14,0,14,0,14,0,14,14,20,0,14,14,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9810,Suffolk County,Massachusetts
1500000US250259811001,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9811,Suffolk County,Massachusetts
1500000US250259811002,4,6,4,6,4,6,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,9811,Suffolk County,Massachusetts
1500000US250259811003,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,9811,Suffolk County,Massachusetts
1500000US250259811004,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,9811,Suffolk County,Massachusetts
1500000US250259812011,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9812.01,Suffolk County,Massachusetts
1500000US250259812021,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9812.02,Suffolk County,Massachusetts
1500000US250259812022,109,21,38,37,38,37,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,23,22,0,14,48,36,2,9812.02,Suffolk County,Massachusetts
1500000US250259813001,23,21,5,7,5,7,0,14,0,14,0,14,0,14,0,14,0,14,4,6,0,14,0,14,0,14,4,6,0,14,0,14,0,14,0,14,0,14,0,14,14,16,1,9813,Suffolk County,Massachusetts
1500000US250259815011,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,9815.01,Suffolk County,Massachusetts
