Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250250821003,1006,402,0,12,63,74,0,12,34,42,60,73,131,135,200,135,235,200,0,12,0,12,17,29,59,93,162,129,45,49,3,821,Suffolk County,Massachusetts
1500000US250250901001,565,201,0,12,36,41,0,12,29,36,7,12,92,52,141,90,74,53,0,12,0,12,27,25,59,61,71,58,29,41,1,901,Suffolk County,Massachusetts
1500000US250250901002,346,144,17,27,37,43,12,21,68,42,50,48,35,38,21,30,9,15,0,12,27,42,0,12,0,12,29,32,41,33,2,901,Suffolk County,Massachusetts
1500000US250250901003,278,112,0,12,61,68,0,12,48,45,0,12,16,25,43,37,0,12,7,11,20,31,19,22,0,12,30,33,34,39,3,901,Suffolk County,Massachusetts
1500000US250250901004,444,175,5,9,23,37,90,70,19,30,55,70,73,52,17,21,19,24,7,11,23,36,0,12,0,12,75,57,38,36,4,901,Suffolk County,Massachusetts
1500000US250250901005,363,156,0,12,0,12,82,76,65,71,23,30,47,52,37,45,35,40,18,29,10,16,18,31,0,12,0,12,28,31,5,901,Suffolk County,Massachusetts
1500000US250250902001,198,66,0,12,17,20,11,18,24,24,22,29,26,26,32,26,8,13,5,9,0,12,0,12,0,12,17,25,36,29,1,902,Suffolk County,Massachusetts
1500000US250250902002,256,121,19,23,0,12,0,12,50,61,18,18,71,58,30,28,0,12,17,25,16,25,10,15,0,12,0,12,25,32,2,902,Suffolk County,Massachusetts
1500000US250250902003,462,173,52,47,39,36,0,12,25,26,5,9,135,65,15,17,48,39,0,12,31,33,0,12,12,21,81,64,19,29,3,902,Suffolk County,Massachusetts
1500000US250250903001,373,165,0,12,0,12,48,50,19,31,30,46,110,80,30,34,66,59,0,12,30,44,11,18,0,12,29,44,0,12,1,903,Suffolk County,Massachusetts
1500000US250250903002,655,264,0,12,20,29,0,12,18,29,0,12,121,78,105,102,67,82,69,98,45,39,90,83,23,33,86,67,11,18,2,903,Suffolk County,Massachusetts
1500000US250250903003,268,103,10,15,23,37,0,12,0,12,31,33,67,64,0,12,80,60,0,12,0,12,0,12,0,12,45,50,12,19,3,903,Suffolk County,Massachusetts
1500000US250250904001,164,93,8,13,0,12,8,18,0,12,15,25,33,48,8,15,0,12,19,30,21,30,0,12,14,24,25,35,13,25,1,904,Suffolk County,Massachusetts
1500000US250250904002,1009,480,0,12,25,41,10,17,139,103,9,14,231,145,109,98,244,276,0,12,79,67,27,46,49,75,73,70,14,22,2,904,Suffolk County,Massachusetts
1500000US250250904003,397,171,8,18,0,12,0,12,40,46,31,49,85,76,11,17,73,63,0,12,0,12,24,39,0,12,51,52,74,77,3,904,Suffolk County,Massachusetts
1500000US250250904004,462,246,32,55,15,25,0,12,27,48,0,12,65,59,47,55,135,118,0,12,22,27,0,12,12,21,24,42,83,69,4,904,Suffolk County,Massachusetts
1500000US250250906001,599,174,59,47,5,7,22,32,74,50,54,40,58,54,86,64,39,39,9,8,29,27,54,36,16,22,58,47,36,34,1,906,Suffolk County,Massachusetts
1500000US250250906002,740,215,48,37,41,21,32,34,65,39,79,47,133,64,33,27,76,48,8,12,35,34,31,35,0,12,87,60,72,51,2,906,Suffolk County,Massachusetts
1500000US250250907001,657,208,21,33,9,15,0,12,86,75,48,44,134,79,63,51,130,67,65,66,0,12,27,42,0,12,27,25,47,59,1,907,Suffolk County,Massachusetts
1500000US250250907002,685,198,17,19,0,12,39,37,42,53,27,33,55,45,152,84,221,110,49,38,11,17,8,13,0,12,35,36,29,40,2,907,Suffolk County,Massachusetts
1500000US250250907003,546,170,17,29,14,23,0,12,58,57,48,47,76,45,98,70,39,30,76,63,35,32,8,12,0,12,77,89,0,12,3,907,Suffolk County,Massachusetts
1500000US250250907004,338,121,0,12,0,12,0,12,35,34,23,31,124,80,51,61,15,18,41,38,23,25,0,12,0,12,0,12,26,33,4,907,Suffolk County,Massachusetts
1500000US250250909011,735,182,29,35,0,12,6,10,80,64,97,56,120,85,29,31,92,61,30,28,43,32,53,50,31,37,78,56,47,42,1,909.01,Suffolk County,Massachusetts
1500000US250250909012,835,189,0,12,0,12,5,8,25,21,58,48,163,80,25,18,139,54,74,90,205,90,23,21,24,26,44,38,50,38,2,909.01,Suffolk County,Massachusetts
1500000US250250910011,557,175,0,12,0,12,0,12,0,12,11,19,180,64,11,14,0,12,91,77,97,73,54,59,37,45,40,52,36,29,1,910.01,Suffolk County,Massachusetts
1500000US250250910012,465,251,14,22,37,52,0,12,7,12,5,8,158,127,86,86,78,75,47,46,0,12,0,12,0,12,0,12,33,51,2,910.01,Suffolk County,Massachusetts
1500000US250250910013,296,119,0,12,0,12,13,21,33,26,0,12,22,36,9,15,67,54,28,30,68,63,14,18,0,12,0,12,42,43,3,910.01,Suffolk County,Massachusetts
1500000US250250910014,576,184,7,12,0,12,25,29,31,37,79,65,119,74,109,79,107,62,57,43,11,15,0,12,0,12,19,21,12,21,4,910.01,Suffolk County,Massachusetts
1500000US250250911001,1028,223,0,12,21,25,38,55,24,27,233,120,176,89,110,60,227,94,77,53,46,36,0,12,0,12,22,24,54,44,1,911,Suffolk County,Massachusetts
1500000US250250911002,580,171,0,12,32,40,9,14,19,22,16,18,147,88,11,18,100,64,44,36,77,68,65,71,5,7,28,27,27,43,2,911,Suffolk County,Massachusetts
1500000US250250911003,333,110,0,12,10,15,0,12,7,12,9,13,44,39,114,79,76,47,34,33,5,9,12,19,0,12,0,12,22,25,3,911,Suffolk County,Massachusetts
1500000US250250911004,515,159,0,12,24,26,13,19,42,47,25,41,47,42,64,41,127,71,37,42,92,72,25,28,0,12,12,18,7,12,4,911,Suffolk County,Massachusetts
1500000US250250911005,401,161,0,12,24,28,0,12,8,12,93,77,44,33,38,36,90,86,48,31,10,15,11,17,14,20,9,14,12,19,5,911,Suffolk County,Massachusetts
1500000US250250912001,720,284,26,29,0,12,50,53,45,56,10,17,61,60,43,36,200,126,80,75,110,117,5,9,11,26,50,41,29,29,1,912,Suffolk County,Massachusetts
1500000US250250912002,628,171,32,25,28,30,4,8,27,34,32,28,110,61,123,65,126,77,32,28,56,56,0,12,0,12,36,33,22,28,2,912,Suffolk County,Massachusetts
1500000US250250912003,291,99,34,32,0,12,22,35,49,57,21,33,70,49,10,16,42,31,0,12,0,12,33,36,0,12,0,12,10,16,3,912,Suffolk County,Massachusetts
1500000US250250913001,593,149,17,17,0,12,31,36,105,58,18,24,94,53,7,12,152,74,38,27,30,25,5,10,0,12,47,39,49,39,1,913,Suffolk County,Massachusetts
1500000US250250913002,623,168,14,17,25,26,11,15,96,59,17,28,151,76,4,6,68,43,38,42,59,43,18,23,0,12,41,30,81,46,2,913,Suffolk County,Massachusetts
1500000US250250914001,926,145,66,53,0,12,33,32,40,35,72,39,222,114,35,26,71,45,59,37,75,41,26,30,11,15,115,51,101,66,1,914,Suffolk County,Massachusetts
1500000US250250914002,487,144,9,13,23,22,28,38,90,41,28,24,46,29,27,21,45,32,50,37,16,19,6,9,52,64,28,22,39,28,2,914,Suffolk County,Massachusetts
1500000US250250915001,924,207,104,69,82,65,22,36,60,46,69,52,70,52,60,52,115,63,127,66,51,43,0,12,0,12,84,50,80,85,1,915,Suffolk County,Massachusetts
1500000US250250915002,835,226,30,35,58,57,19,31,63,61,59,65,121,79,128,121,81,102,39,39,16,26,35,41,19,28,114,64,53,50,2,915,Suffolk County,Massachusetts
1500000US250250915003,657,271,12,19,102,83,0,12,58,37,92,67,20,31,0,12,103,83,38,43,108,77,0,12,0,12,86,76,38,36,3,915,Suffolk County,Massachusetts
1500000US250250916001,958,221,0,12,67,64,8,14,60,66,68,55,114,120,59,52,388,178,14,21,35,37,11,16,10,18,49,43,75,77,1,916,Suffolk County,Massachusetts
1500000US250250916002,507,137,0,12,18,28,0,12,0,12,0,12,52,51,65,88,85,81,30,41,76,90,21,31,25,41,130,95,5,8,2,916,Suffolk County,Massachusetts
1500000US250250916003,158,105,0,12,0,12,0,12,21,33,0,12,38,43,9,14,41,57,8,12,0,12,0,12,0,12,38,42,3,21,3,916,Suffolk County,Massachusetts
1500000US250250917001,695,202,59,32,23,20,0,12,94,54,13,16,162,84,53,36,63,39,14,16,57,34,36,32,7,12,85,53,29,37,1,917,Suffolk County,Massachusetts
1500000US250250917002,490,154,10,10,40,52,0,12,66,50,26,27,113,95,21,18,26,23,29,30,44,40,24,26,0,12,68,57,23,22,2,917,Suffolk County,Massachusetts
1500000US250250917003,285,111,26,28,9,12,0,12,96,56,12,19,41,44,11,16,6,10,25,28,22,23,0,12,7,10,0,12,30,35,3,917,Suffolk County,Massachusetts
1500000US250250918001,444,148,0,12,47,54,18,28,67,47,0,12,79,66,65,57,32,40,0,12,33,36,10,15,0,12,55,49,38,35,1,918,Suffolk County,Massachusetts
1500000US250250918002,651,254,17,29,0,12,37,41,116,100,53,49,46,42,24,31,52,60,28,34,54,68,64,77,46,56,44,43,70,61,2,918,Suffolk County,Massachusetts
1500000US250250918003,348,162,15,25,52,47,8,15,35,31,10,20,12,24,26,40,49,53,17,27,11,18,38,42,0,12,27,36,48,66,3,918,Suffolk County,Massachusetts
1500000US250250919001,408,219,8,12,0,12,40,60,43,57,39,49,81,68,9,13,65,47,0,12,89,84,0,12,0,12,27,30,7,10,1,919,Suffolk County,Massachusetts
1500000US250250919002,477,146,0,12,40,43,26,29,53,49,78,60,89,94,5,16,37,40,16,22,0,12,0,12,0,12,101,59,32,37,2,919,Suffolk County,Massachusetts
1500000US250250919003,678,166,25,30,69,62,54,56,88,64,12,21,120,65,32,35,39,42,0,12,84,70,0,12,9,16,87,63,59,47,3,919,Suffolk County,Massachusetts
1500000US250250919004,293,106,21,32,14,17,50,60,59,75,52,35,28,27,5,10,7,13,14,23,10,16,28,22,0,12,0,12,5,10,4,919,Suffolk County,Massachusetts
1500000US250250920001,804,206,53,64,24,29,81,67,58,52,72,49,153,84,0,12,40,35,27,30,124,84,66,62,33,48,43,51,30,27,1,920,Suffolk County,Massachusetts
1500000US250250920002,711,177,0,12,75,61,45,48,81,63,52,36,67,45,59,67,66,51,0,12,63,54,0,12,26,41,104,72,73,57,2,920,Suffolk County,Massachusetts
1500000US250250920003,371,167,20,28,0,12,12,19,43,54,76,109,90,70,11,18,40,38,0,12,47,52,7,14,0,12,25,28,0,12,3,920,Suffolk County,Massachusetts
1500000US250250920004,573,172,32,38,0,12,45,42,67,48,41,40,151,65,42,46,83,87,0,12,13,18,10,15,12,20,31,42,46,36,4,920,Suffolk County,Massachusetts
1500000US250250921011,464,323,0,12,0,12,0,12,147,134,21,36,141,127,0,12,60,53,64,76,31,51,0,12,0,12,0,12,0,12,1,921.01,Suffolk County,Massachusetts
1500000US250250921012,398,265,0,12,0,12,29,41,30,39,111,95,32,41,5,8,133,154,0,12,25,32,0,12,0,12,29,46,4,9,2,921.01,Suffolk County,Massachusetts
1500000US250250921013,581,238,0,12,70,87,29,32,67,84,66,100,32,48,142,113,68,74,17,32,56,69,0,12,0,12,15,24,19,35,3,921.01,Suffolk County,Massachusetts
1500000US250250921014,909,367,89,59,43,51,23,51,49,60,97,65,73,82,0,12,16,29,31,49,0,12,110,68,35,58,106,123,237,296,4,921.01,Suffolk County,Massachusetts
1500000US250250921015,1636,554,41,44,32,39,121,97,122,114,172,109,246,175,135,114,107,78,115,114,211,168,14,25,91,83,134,134,95,73,5,921.01,Suffolk County,Massachusetts
1500000US250250922001,457,173,23,35,0,12,10,16,33,33,35,38,65,46,56,48,60,44,68,73,24,25,18,29,0,12,31,28,34,35,1,922,Suffolk County,Massachusetts
1500000US250250922002,492,180,34,40,24,36,0,12,106,83,19,23,115,103,8,14,48,34,0,12,0,12,0,12,19,19,83,54,36,33,2,922,Suffolk County,Massachusetts
1500000US250250922003,474,149,11,20,13,17,16,24,14,25,54,51,98,55,112,74,26,31,7,12,9,14,15,27,0,12,54,54,45,58,3,922,Suffolk County,Massachusetts
1500000US250250922004,176,73,0,12,0,12,11,15,6,10,7,11,50,47,0,12,16,17,50,31,14,20,0,12,0,12,0,12,22,35,4,922,Suffolk County,Massachusetts
1500000US250250923001,427,146,68,65,11,16,0,12,40,40,7,10,25,25,74,43,62,50,14,16,53,40,0,12,18,27,34,33,21,20,1,923,Suffolk County,Massachusetts
1500000US250250923002,289,114,36,38,16,18,7,10,0,12,13,21,55,39,35,32,0,12,16,18,0,12,15,17,24,21,7,12,65,51,2,923,Suffolk County,Massachusetts
1500000US250250923003,593,142,38,43,23,35,28,40,148,70,56,47,58,50,0,12,33,32,0,12,93,59,0,12,23,25,57,40,36,32,3,923,Suffolk County,Massachusetts
1500000US250250923004,232,91,6,13,23,27,0,12,14,15,0,12,59,34,27,34,16,25,18,25,18,29,0,12,0,12,39,30,12,19,4,923,Suffolk County,Massachusetts
1500000US250250924001,335,135,62,86,64,76,0,12,47,71,0,12,20,33,0,12,0,12,37,55,55,44,0,12,0,12,0,12,50,59,1,924,Suffolk County,Massachusetts
1500000US250250924002,231,140,69,85,20,33,16,29,52,89,0,12,0,12,0,12,15,24,0,12,21,39,0,12,0,12,38,59,0,12,2,924,Suffolk County,Massachusetts
1500000US250250924003,1049,375,0,12,17,31,22,39,77,88,20,34,215,124,80,75,291,176,65,71,40,59,48,77,57,71,117,120,0,12,3,924,Suffolk County,Massachusetts
1500000US250250924004,555,233,15,26,32,52,44,60,14,22,138,103,89,93,36,58,100,92,0,12,0,12,0,12,17,30,70,65,0,12,4,924,Suffolk County,Massachusetts
1500000US250250924005,240,140,0,12,0,12,0,12,33,54,0,12,58,65,0,12,41,70,0,12,0,12,0,12,0,12,78,71,30,48,5,924,Suffolk County,Massachusetts
1500000US250251001001,137,91,0,12,0,12,8,13,0,12,9,14,6,15,54,49,25,38,7,20,0,12,28,44,0,12,0,12,0,12,1,1001,Suffolk County,Massachusetts
1500000US250251001002,827,316,0,12,20,31,7,13,88,93,23,37,198,134,54,59,158,102,42,45,20,39,0,12,35,56,69,61,113,100,2,1001,Suffolk County,Massachusetts
1500000US250251001003,602,199,9,15,72,62,30,38,85,79,13,21,59,56,16,25,109,54,72,72,78,77,0,12,26,39,0,12,33,49,3,1001,Suffolk County,Massachusetts
1500000US250251001004,427,229,52,50,0,12,28,41,61,64,28,41,36,49,47,54,74,75,9,14,4,9,49,52,0,12,39,45,0,12,4,1001,Suffolk County,Massachusetts
1500000US250251001005,189,145,27,30,11,17,15,23,35,42,10,15,0,12,0,12,50,67,0,12,5,8,17,25,0,12,19,30,0,12,5,1001,Suffolk County,Massachusetts
1500000US250251001006,508,183,0,12,27,45,28,32,47,58,34,56,70,59,23,39,0,12,73,69,19,30,36,49,0,12,63,82,88,70,6,1001,Suffolk County,Massachusetts
1500000US250251001007,342,165,0,12,0,12,20,20,66,75,0,12,78,59,0,12,32,41,0,12,33,37,24,27,11,17,18,27,60,50,7,1001,Suffolk County,Massachusetts
1500000US250251002001,576,150,40,42,16,24,31,24,49,37,17,20,64,52,25,23,95,43,43,31,27,22,43,62,0,12,62,42,64,43,1,1002,Suffolk County,Massachusetts
1500000US250251002002,260,112,11,17,6,9,21,25,23,29,22,24,35,39,11,16,29,33,17,20,10,15,16,26,0,12,27,23,32,28,2,1002,Suffolk County,Massachusetts
1500000US250251002003,591,139,11,12,39,38,37,30,68,45,23,26,105,55,51,43,65,43,36,29,43,40,10,15,0,12,71,48,32,31,3,1002,Suffolk County,Massachusetts
1500000US250251003001,759,314,81,97,15,24,0,12,67,56,0,12,72,73,49,43,140,110,8,14,35,57,0,12,22,36,138,100,132,94,1,1003,Suffolk County,Massachusetts
1500000US250251003002,432,157,0,12,22,30,24,39,58,56,14,23,43,51,60,58,15,20,31,42,32,37,36,39,7,11,23,26,67,77,2,1003,Suffolk County,Massachusetts
1500000US250251003003,338,147,0,12,24,30,0,12,99,76,0,12,8,13,39,46,43,42,35,55,18,22,0,12,0,12,45,71,27,27,3,1003,Suffolk County,Massachusetts
1500000US250251003004,373,180,0,12,72,110,0,12,105,61,43,49,46,37,0,12,29,33,0,12,0,12,0,12,16,26,17,26,45,45,4,1003,Suffolk County,Massachusetts
1500000US250251004001,848,277,22,39,0,12,0,12,136,102,55,62,69,50,113,78,158,88,51,57,27,30,0,12,48,44,169,123,0,12,1,1004,Suffolk County,Massachusetts
1500000US250251004002,625,273,8,12,3,6,44,51,166,126,7,12,134,132,113,92,37,51,19,18,16,19,0,12,0,12,37,58,41,50,2,1004,Suffolk County,Massachusetts
1500000US250251004003,407,169,0,12,26,38,92,89,45,42,14,27,44,42,19,23,32,31,0,12,41,41,0,12,0,12,75,74,19,28,3,1004,Suffolk County,Massachusetts
1500000US250251004004,887,256,8,15,0,12,101,77,96,70,111,81,95,89,87,76,91,80,27,45,85,70,27,42,0,12,27,29,132,79,4,1004,Suffolk County,Massachusetts
1500000US250251005001,531,257,0,12,30,38,0,12,13,24,0,12,2,4,18,27,66,59,142,122,52,45,29,43,0,12,90,80,89,90,1,1005,Suffolk County,Massachusetts
1500000US250251005002,573,239,0,12,7,13,81,90,15,27,59,63,116,92,29,35,78,88,32,57,51,65,12,19,0,12,30,50,63,60,2,1005,Suffolk County,Massachusetts
1500000US250251005003,614,308,0,12,0,12,16,25,93,86,96,95,50,77,130,150,122,90,16,25,36,50,17,28,0,12,19,32,19,29,3,1005,Suffolk County,Massachusetts
1500000US250251005004,467,279,40,64,0,12,27,51,4,16,0,12,205,229,14,23,57,67,42,62,0,12,0,12,0,12,59,63,19,38,4,1005,Suffolk County,Massachusetts
1500000US250251005005,733,346,42,67,24,39,0,12,161,119,67,64,119,113,94,103,38,43,64,78,18,30,0,12,0,12,0,12,106,126,5,1005,Suffolk County,Massachusetts
1500000US250251006011,611,226,22,34,28,32,45,74,44,42,98,87,52,58,97,93,39,47,30,35,26,44,0,12,0,12,25,44,105,116,1,1006.01,Suffolk County,Massachusetts
1500000US250251006012,605,291,0,12,36,55,0,12,127,112,160,189,16,25,87,82,42,49,41,47,26,40,0,12,70,103,0,12,0,12,2,1006.01,Suffolk County,Massachusetts
1500000US250251006013,899,373,43,67,0,12,148,142,30,35,46,71,10,17,85,125,185,140,81,112,89,109,0,12,59,83,123,129,0,12,3,1006.01,Suffolk County,Massachusetts
1500000US250251006014,1302,316,70,81,50,54,0,12,170,144,45,44,105,67,135,118,369,214,77,95,15,18,87,78,8,18,108,87,63,87,4,1006.01,Suffolk County,Massachusetts
1500000US250251006031,1068,196,63,68,35,29,4,7,59,37,129,66,100,59,100,44,198,83,69,86,114,52,17,19,0,12,153,86,27,30,1,1006.03,Suffolk County,Massachusetts
1500000US250251006032,310,84,16,15,0,12,37,32,13,14,59,33,23,23,71,39,37,34,0,12,21,29,18,20,6,8,8,9,1,2,2,1006.03,Suffolk County,Massachusetts
1500000US250251007001,453,121,9,14,0,12,41,35,101,67,42,37,89,66,38,28,82,65,10,15,0,12,0,12,0,12,23,26,18,19,1,1007,Suffolk County,Massachusetts
1500000US250251007002,519,157,0,12,0,12,49,52,50,45,50,51,94,63,57,54,87,69,25,25,42,55,6,10,10,15,29,45,20,25,2,1007,Suffolk County,Massachusetts
1500000US250251007003,430,136,35,56,0,12,54,63,9,16,36,59,48,37,0,12,120,61,32,37,86,60,0,12,0,12,0,12,10,15,3,1007,Suffolk County,Massachusetts
1500000US250251007004,463,176,9,14,30,38,38,29,66,55,76,97,83,53,26,30,79,54,8,14,22,23,0,12,15,26,0,12,11,19,4,1007,Suffolk County,Massachusetts
1500000US250251007005,331,133,9,14,0,12,64,89,46,41,49,52,43,45,39,32,75,73,0,12,0,12,0,12,0,12,0,12,6,9,5,1007,Suffolk County,Massachusetts
1500000US250251008001,434,243,0,12,0,12,16,25,12,18,10,17,57,80,112,73,107,109,0,12,0,12,0,12,0,12,79,115,41,66,1,1008,Suffolk County,Massachusetts
1500000US250251008002,529,233,0,12,12,20,0,12,44,36,92,60,74,79,67,74,59,64,70,76,0,12,11,20,0,12,82,93,18,30,2,1008,Suffolk County,Massachusetts
1500000US250251008003,748,308,35,57,111,100,42,49,29,36,85,108,205,134,0,12,91,82,49,55,64,59,12,19,0,12,13,23,12,19,3,1008,Suffolk County,Massachusetts
1500000US250251008004,985,444,67,69,140,161,0,12,59,97,54,57,143,114,111,75,121,102,17,29,70,84,28,45,15,24,112,160,48,52,4,1008,Suffolk County,Massachusetts
1500000US250251008005,534,246,0,12,19,32,87,88,14,24,93,111,99,80,0,12,59,66,89,101,18,27,0,12,12,19,30,37,14,22,5,1008,Suffolk County,Massachusetts
1500000US250251008006,515,225,0,12,0,12,0,12,62,52,37,74,155,111,89,67,68,53,44,72,0,12,0,12,9,15,45,48,6,14,6,1008,Suffolk County,Massachusetts
1500000US250251009001,405,126,0,12,59,51,26,32,62,57,0,12,50,58,25,29,101,43,10,16,0,12,24,39,0,12,48,32,0,12,1,1009,Suffolk County,Massachusetts
1500000US250251009002,397,159,10,16,24,35,55,83,20,17,9,15,33,40,61,44,28,19,59,68,58,80,0,12,8,14,24,37,8,12,2,1009,Suffolk County,Massachusetts
1500000US250251009003,679,157,23,25,26,43,18,20,31,29,106,53,53,35,97,56,135,65,32,40,42,39,7,11,0,12,55,54,54,48,3,1009,Suffolk County,Massachusetts
1500000US250251009004,260,217,24,38,17,27,0,12,19,21,0,12,13,20,0,12,0,12,12,17,8,13,29,44,0,12,118,151,20,32,4,1009,Suffolk County,Massachusetts
1500000US250251009005,507,176,9,14,0,12,32,41,36,43,58,36,65,49,79,81,37,37,10,15,13,20,0,12,25,38,134,97,9,16,5,1009,Suffolk County,Massachusetts
1500000US250251010011,313,220,0,12,0,12,0,12,18,29,22,35,125,104,0,12,32,41,0,12,29,48,0,12,0,12,87,134,0,12,1,1010.01,Suffolk County,Massachusetts
1500000US250251010012,169,103,0,12,0,12,0,12,37,42,0,12,59,70,52,49,0,12,0,12,0,12,0,12,21,39,0,12,0,12,2,1010.01,Suffolk County,Massachusetts
1500000US250251010013,398,237,0,12,0,12,104,89,22,34,101,86,17,37,68,79,69,81,0,12,0,12,17,28,0,12,0,12,0,12,3,1010.01,Suffolk County,Massachusetts
1500000US250251010014,643,268,16,27,104,108,0,12,43,73,17,28,19,33,50,56,170,117,15,25,0,12,0,12,0,12,129,127,80,89,4,1010.01,Suffolk County,Massachusetts
1500000US250251010015,420,256,44,70,0,12,0,12,29,48,63,83,57,76,0,12,51,62,15,24,19,32,0,12,0,12,108,94,34,57,5,1010.01,Suffolk County,Massachusetts
1500000US250251010016,958,558,27,42,91,86,57,87,152,157,218,226,229,221,83,79,11,22,0,12,0,12,49,58,0,12,41,49,0,12,6,1010.01,Suffolk County,Massachusetts
1500000US250251010021,386,154,0,12,0,12,0,12,21,40,25,41,151,99,77,68,33,50,0,12,41,50,0,12,0,12,38,48,0,12,1,1010.02,Suffolk County,Massachusetts
1500000US250251010022,968,328,17,44,41,48,0,12,205,146,230,164,15,25,209,156,156,133,0,12,0,12,47,66,14,23,11,20,23,37,2,1010.02,Suffolk County,Massachusetts
1500000US250251010023,1509,376,208,144,30,46,53,48,282,165,92,81,253,124,63,60,122,131,47,57,52,86,14,26,71,99,222,148,0,12,3,1010.02,Suffolk County,Massachusetts
1500000US250251011011,331,144,0,12,0,12,19,15,64,58,19,29,41,43,9,15,31,49,12,19,34,41,0,12,55,50,0,12,47,45,1,1011.01,Suffolk County,Massachusetts
1500000US250251011012,591,230,0,12,11,17,24,37,57,46,23,37,93,63,70,82,109,76,68,64,9,13,38,52,0,12,66,41,23,36,2,1011.01,Suffolk County,Massachusetts
1500000US250251011013,676,189,79,65,45,42,58,50,67,60,82,55,40,39,95,59,69,55,10,16,0,12,0,12,29,34,52,41,50,57,3,1011.01,Suffolk County,Massachusetts
1500000US250251011021,397,176,63,74,47,53,0,12,22,36,30,36,11,17,70,58,30,37,16,27,0,12,0,12,0,12,48,44,60,51,1,1011.02,Suffolk County,Massachusetts
1500000US250251011022,658,203,48,46,59,64,22,35,110,82,119,66,123,75,53,31,43,45,11,16,30,31,19,30,0,12,21,33,0,12,2,1011.02,Suffolk County,Massachusetts
1500000US250251011023,587,201,21,34,0,12,55,50,105,83,62,57,80,75,56,45,27,46,0,12,21,32,11,17,23,35,101,67,25,33,3,1011.02,Suffolk County,Massachusetts
1500000US250251011024,641,274,9,16,40,46,0,12,33,39,90,57,129,121,97,69,18,21,0,12,0,12,0,12,0,12,158,95,67,74,4,1011.02,Suffolk County,Massachusetts
1500000US250251101031,559,261,81,107,0,12,77,101,100,71,45,47,36,57,72,60,88,83,0,12,21,36,0,12,0,12,39,60,0,12,1,1101.03,Suffolk County,Massachusetts
1500000US250251101032,218,198,26,51,0,12,34,53,42,61,35,50,0,12,18,34,26,51,0,12,0,12,0,12,0,12,23,44,14,27,2,1101.03,Suffolk County,Massachusetts
1500000US250251101033,150,116,0,12,0,12,0,12,34,41,28,49,0,12,30,40,30,46,13,22,15,29,0,12,0,12,0,12,0,12,3,1101.03,Suffolk County,Massachusetts
1500000US250251101034,354,187,37,69,0,12,0,12,0,12,0,12,56,66,22,28,85,80,28,35,50,57,0,12,0,12,0,12,76,109,4,1101.03,Suffolk County,Massachusetts
1500000US250251101035,913,345,69,60,43,59,12,29,45,52,61,60,121,122,74,57,104,78,142,152,93,69,14,25,59,98,44,54,32,58,5,1101.03,Suffolk County,Massachusetts
1500000US250251101036,327,134,0,12,0,12,0,12,0,12,58,60,155,134,0,12,49,43,0,12,35,48,0,12,30,43,0,12,0,12,6,1101.03,Suffolk County,Massachusetts
1500000US250251101037,627,363,99,68,149,218,0,12,0,12,0,12,94,84,0,12,37,45,0,12,0,12,92,95,0,12,24,38,132,195,7,1101.03,Suffolk County,Massachusetts
1500000US250251102011,1165,149,54,52,46,34,73,51,68,36,99,48,126,65,152,68,115,58,24,29,29,25,58,41,26,24,172,57,123,65,1,1102.01,Suffolk County,Massachusetts
1500000US250251103011,762,209,52,47,22,19,22,24,76,42,98,44,113,99,62,41,140,123,34,26,45,40,22,24,0,12,63,47,13,15,1,1103.01,Suffolk County,Massachusetts
1500000US250251103012,840,147,12,20,13,24,24,21,73,41,58,34,190,69,147,87,128,60,26,20,50,37,14,16,8,12,57,35,40,34,2,1103.01,Suffolk County,Massachusetts
1500000US250251104011,809,171,0,12,27,24,4,7,95,64,55,71,130,71,75,51,185,106,77,53,71,49,28,28,0,12,12,20,50,58,1,1104.01,Suffolk County,Massachusetts
